,id,description,universe,keyword,unkeyed,edition_type,edition
1042,B19025D,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Asian Alone Householder),Households with a householder who is Asian alone,household income,aggregate in household the inflation-adjusted alone (in past dollars) (asian 12 2022 householder) month income,acs5,2024-10-01
1043,B19025A,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (White Alone Householder),Households with a householder who is White alone,household income,aggregate in household the inflation-adjusted (white (in alone past dollars) 12 2022 householder) month income,acs5,2024-10-01
1044,B19025B,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Black or African American Alone Householder),Households with a householder who is Black or African American alone,household income,aggregate in household the inflation-adjusted or (in (black past american alone african dollars) 12 2022 householder) month income,acs5,2024-10-01
1045,B19001E,Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Native Hawaiian and Other Pacific Islander Alone Householder),Households with a householder who is Native Hawaiian and Other Pacific Islander alone,household income,in household past other 2022 (native the islander (in hawaiian and dollars) 12 pacific month alone inflation-adjusted householder) income,acs5,2024-10-01
1046,B19025G,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Two or More Races Householder),Households with a householder who is Two or More Races,household income,aggregate in household the inflation-adjusted or (in more past dollars) 12 race 2022 householder) month income (two,acs5,2024-10-01
1047,B19001F,Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Some Other Race Alone Householder),Households with a householder who is Some Other Race alone,household income,in the household inflation-adjusted alone (in past dollars) 12 race other 2022 (some month income householder),acs5,2024-10-01
1048,B19025H,"Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (White Alone, Not Hispanic or Latino Householder)","Households with a householder who is White alone, not Hispanic or Latino",household income,"aggregate in household (white past latino 2022 the (in dollars) 12 not month alone, inflation-adjusted or hispanic householder) income",acs5,2024-10-01
1049,B19001C,Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (American Indian and Alaska Native Alone Householder),Households with a householder who is American Indian and Alaska Native alone,household income,in the household inflation-adjusted alaska (in (american past and alone dollars) 12 2022 indian month income native householder),acs5,2024-10-01
1050,B19025E,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Native Hawaiian and Other Pacific Islander Alone Householder),Households with a householder who is Native Hawaiian and Other Pacific Islander alone,household income,aggregate in household past other 2022 (native the islander (in hawaiian and dollars) 12 pacific month alone inflation-adjusted householder) income,acs5,2024-10-01
1051,B19001D,Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Asian Alone Householder),Households with a householder who is Asian alone,household income,in the household inflation-adjusted alone (in past dollars) (asian 12 2022 householder) month income,acs5,2024-10-01
1052,B19025F,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Some Other Race Alone Householder),Households with a householder who is Some Other Race alone,household income,aggregate in household the inflation-adjusted alone (in past dollars) 12 race other 2022 (some month income householder),acs5,2024-10-01
1053,B07404B,Geographical Mobility in the Past Year (Black or African American Alone) for Residence 1 Year Ago in the United States,Black or African American alone population 1 year and over in the United States,geographical mobility,in the or residence mobility geographical past year (black african american 1 ago alone) for state united,acs5,2024-10-01
1054,B07404A,Geographical Mobility in the Past Year (White Alone) for Residence 1 Year Ago in the United States,White alone population 1 year and over in the United States,geographical mobility,in the (white residence mobility geographical past year 1 ago alone) for state united,acs5,2024-10-01
1055,B07404F,Geographical Mobility in the Past Year (Some Other Race Alone) for Residence 1 Year Ago in the United States,Some other race alone population 1 year and over in the United States,geographical mobility,in the residence mobility geographical past year 1 ago race other alone) for state (some united,acs5,2024-10-01
1056,B99193,Allocation of Family Income in the Past 12 Months &#8211;&#8211; Percent of Income Allocated,Families,allocation,in the past of 12 -- percent allocation income month family allocated,acs5,2024-10-01
1057,B19081,Mean Household Income of Quintiles,Households,household income,household mean of quintiles income,acs5,2024-10-01
1058,B07404E,Geographical Mobility in the Past Year (Native Hawaiian and Other Pacific Islander Alone) for Residence 1 Year Ago in the United States,Native Hawaiian and other Pacific Islander alone population 1 year and over in the United States,geographical mobility,in residence past year 1 other united (native the ago islander mobility geographical hawaiian and pacific for alone) state,acs5,2024-10-01
1059,B99192,Allocation of Household Income in the Past 12 Months &#8211; Percent of Income Allocated,Households,allocation,in household the past of 12 percent allocation income - month allocated,acs5,2024-10-01
1060,B07404D,Geographical Mobility in the Past Year (Asian Alone) for Residence 1 Year Ago in the United States,Asian alone population 1 year and over in the United States,geographical mobility,in the residence mobility geographical past year 1 (asian ago alone) for state united,acs5,2024-10-01
1061,B07404C,Geographical Mobility in the Past Year (American Indian and Alaska Native Alone) for Residence 1 Year Ago in the United States,American Indian and Alaska Native alone population 1 year and over in the United States,geographical mobility,in the alaska residence mobility geographical past year (american and 1 ago alone) for state indian united native,acs5,2024-10-01
1062,B99194,Allocation of Nonfamily Household Income in the Past 12 Months &#8211;&#8211; Percent of Income Allocated,Nonfamily households,allocation,nonfamily household in the past of 12 -- percent allocation income month allocated,acs5,2024-10-01
1063,B07404I,Geographical Mobility in the Past Year (Hispanic or Latino) for Residence 1 Year Ago in the United States,Hispanic or Latino population 1 year and over in the United States,geographical mobility,in the or latino) mobility geographical past year (hispanic residence 1 ago for state united,acs5,2024-10-01
1064,B07404H,"Geographical Mobility in the Past Year (White Alone, Not Hispanic or Latino) for Residence 1 Year Ago in the United States","White alone, not Hispanic or Latino population 1 year and over in the United States",geographical mobility,"in the (white or latino) mobility geographical past year residence 1 ago state not for hispanic united alone,",acs5,2024-10-01
1065,B08141,Means of Transportation to Work by Vehicles Available,Workers 16 years and over in households,work,available mean of transportation work by vehicle to,acs5,2024-10-01
1066,B99191,Allocation of Individuals' Income in the Past 12 Months for the Population 15 Years and Over &#8211; Percent of Income Allocated,Population 15 years and over,allocation,population in allocation the 15 past and year of 12 for over percent individuals' income - month allocated,acs5,2024-10-01
1067,B07404G,Geographical Mobility in the Past Year (Two or More Races) for Residence 1 Year Ago in the United States,Two or more races population 1 year and over in the United States,geographical mobility,in the more or residence mobility geographical past year 1 ago for state united races) (two,acs5,2024-10-01
1068,B19019,Median Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Household Size,Households,household income,in the household median inflation-adjusted (in past dollars) 12 size 2022 by month income,acs5,2024-10-01
1069,B20004,Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Sex by Educational Attainment for the Population 25 Years and Over,Population 25 years and over with earnings,individual earnings,population in educational past earnings year 2022 by the sex median (in attainment and dollars) 12 for 25 month inflation-adjusted over,acs5,2024-10-01
